,Crime type,Latitude,Longitude,Location,Month
363498,Bicycle theft,51.401984999999996,-1.249568,On or near Stoney Lane,2018-05
363529,Bicycle theft,51.417501,-1.367809,On or near Snake Lane,2018-05
363567,Bicycle theft,51.404214,-1.316971,On or near Fleming Road,2018-05
363601,Bicycle theft,51.403881,-1.323272,On or near Parking Area,2018-05
363602,Bicycle theft,51.396194,-1.320295,On or near Pedestrian Subway,2018-05
363603,Bicycle theft,51.400252,-1.323872,On or near The Kennet Centre,2018-05
363673,Bicycle theft,51.398115000000004,-1.315006,On or near Railway Road,2018-05
363710,Bicycle theft,51.385181,-1.3160180000000001,On or near Stirrup Close,2018-05
363747,Bicycle theft,51.395009,-1.336325,On or near Enborne Road,2018-05
363885,Bicycle theft,51.937236999999996,-1.472304,On or near Sports/Recreation Area,2018-05
364006,Bicycle theft,51.783221000000005,-1.4703190000000002,On or near Cogges Hill Road,2018-05
364068,Bicycle theft,51.790956,-1.489163,On or near Carpenters Square,2018-05
364092,Bicycle theft,51.780693,-1.505007,On or near Burwell Close,2018-05
364109,Bicycle theft,51.783454,-1.490509,On or near Crofters Mews,2018-05
364110,Bicycle theft,51.785833000000004,-1.4855969999999998,On or near Supermarket,2018-05
364146,Bicycle theft,51.7854,-1.489328,On or near Holloway Road,2018-05
364172,Bicycle theft,51.777499,-1.370953,On or near Sports/Recreation Area,2018-05
364219,Bicycle theft,51.768638,-1.589828,On or near Lilac Way,2018-05
364336,Bicycle theft,51.536369,-0.7314649999999999,On or near Whurley Way,2018-05
364377,Bicycle theft,51.522494,-0.709148,On or near Kingsquarter,2018-05
364408,Bicycle theft,51.525996,-0.725166,On or near Fairford Road,2018-05
364409,Bicycle theft,51.525695,-0.721498,On or near Kidwells Close,2018-05
364432,Bicycle theft,51.518934,-0.721601,On or near King Street,2018-05
364433,Bicycle theft,51.521515,-0.724109,On or near Pedestrian Subway,2018-05
364457,Bicycle theft,51.523571000000004,-0.716354,On or near Crown Lane,2018-05
364458,Bicycle theft,51.523365999999996,-0.718205,On or near St Mary'S Close,2018-05
364497,Bicycle theft,51.522118,-0.723256,On or near Nicholsons Lane,2018-05
364498,Bicycle theft,51.520663,-0.721769,On or near Melton Court,2018-05
364499,Bicycle theft,51.522802,-0.720066,On or near High Street,2018-05
364500,Bicycle theft,51.520202000000005,-0.7223729999999999,On or near Keys Place,2018-05
364501,Bicycle theft,51.521394,-0.720379,On or near Queen Street,2018-05
364502,Bicycle theft,51.522258,-0.720441,On or near Brock Lane,2018-05
364654,Bicycle theft,51.508734000000004,-0.749639,On or near Powis Close,2018-05
364754,Bicycle theft,51.4783,-0.611668,On or near Temple Road,2018-05
364833,Bicycle theft,51.487701,-0.609799,On or near Parking Area,2018-05
364834,Bicycle theft,51.483968,-0.6081409999999999,On or near Thames Street,2018-05
364835,Bicycle theft,51.494898,-0.619203,On or near Stonebridge Field,2018-05
364872,Bicycle theft,51.497696999999995,-0.6416930000000001,On or near Tilstone Avenue,2018-05
364966,Bicycle theft,51.485465999999995,-0.619963,On or near Parking Area,2018-05
364967,Bicycle theft,51.482738,-0.619699,On or near Vansittart Road,2018-05
364968,Bicycle theft,51.482738,-0.619699,On or near Vansittart Road,2018-05
365030,Bicycle theft,51.477610999999996,-0.6567609999999999,On or near Charlton,2018-05
365037,Bicycle theft,51.475159999999995,-0.6252850000000001,On or near Hospital,2018-05
365044,Bicycle theft,51.474841,-0.623408,On or near Westmead,2018-05
365096,Bicycle theft,51.473534,-0.614722,On or near Hospital,2018-05
365154,Bicycle theft,51.462571000000004,-0.585917,On or near Supermarket,2018-05
365166,Bicycle theft,51.450475,-0.572447,On or near Priest Hill,2018-05
365274,Bicycle theft,51.474804,-0.862346,On or near Byron Road,2018-05
365275,Bicycle theft,51.474804,-0.862346,On or near Byron Road,2018-05
365313,Bicycle theft,51.454578999999995,-0.901694,On or near Halstead Close,2018-05
365348,Bicycle theft,51.454347999999996,-0.915617,On or near Chequers Way,2018-05
365440,Bicycle theft,51.443727,-0.907638,On or near Larch Drive,2018-05
365447,Bicycle theft,51.426002000000004,-0.9328719999999999,On or near Parking Area,2018-05
365463,Bicycle theft,51.433972,-0.903943,On or near Whitestone Close,2018-05
365465,Bicycle theft,51.432355,-0.934321,On or near Redhatch Drive,2018-05
365487,Bicycle theft,51.430603000000005,-0.8814110000000001,On or near Reading Road,2018-05
365499,Bicycle theft,51.430765,-0.87666,On or near Church Close,2018-05
365509,Bicycle theft,51.418677,-0.842225,On or near Martins Drive,2018-05
365594,Bicycle theft,51.426782,-0.9425479999999999,On or near Wyncote Close,2018-05
365771,Bicycle theft,51.404931,-0.8470719999999999,On or near Fishponds Close,2018-05
365781,Bicycle theft,51.407145,-0.8390799999999999,On or near Parking Area,2018-05
365816,Bicycle theft,51.390993,-0.9768180000000001,On or near Clements Close,2018-05
365887,Bicycle theft,51.381822,-0.819991,On or near Grove Close,2018-05
365898,Bicycle theft,51.376393,-0.798967,On or near Grange Avenue,2018-05
366198,Bicycle theft,51.641723999999996,-0.7024279999999999,On or near Kings Ride,2018-05
366495,Bicycle theft,51.630224,-0.754827,On or near Denmark Street,2018-05
366496,Bicycle theft,51.630734000000004,-0.7571680000000001,On or near Mendy Street,2018-05
366608,Bicycle theft,51.627520000000004,-0.749093,On or near Parking Area,2018-05
366609,Bicycle theft,51.627520000000004,-0.749093,On or near Parking Area,2018-05
366610,Bicycle theft,51.629138,-0.746549,On or near Parking Area,2018-05
366611,Bicycle theft,51.629138,-0.746549,On or near Parking Area,2018-05
366612,Bicycle theft,51.629138,-0.746549,On or near Parking Area,2018-05
366688,Bicycle theft,51.617286,-0.762634,On or near Pedestrian Subway,2018-05
366844,Bicycle theft,51.607279999999996,-0.715858,On or near Ring Road,2018-05
366975,Bicycle theft,51.57176,-0.777939,On or near Supermarket,2018-05
367005,Bicycle theft,51.568538000000004,-0.776857,On or near Parking Area,2018-05
367006,Bicycle theft,51.568538000000004,-0.776857,On or near Parking Area,2018-05
368924,Bicycle theft,52.000506,-0.984891,On or near Supermarket,2015-12
369145,Bicycle theft,51.825734999999995,-0.8308479999999999,On or near Brompton Crescent,2015-12
369252,Bicycle theft,51.817489,-0.782837,On or near Eastfield Road,2015-12
369272,Bicycle theft,51.814453,-0.808597,On or near Park/Open Space,2015-12
369326,Bicycle theft,51.815338,-0.813491,On or near Friars Square Shopping Centre,2015-12
369354,Bicycle theft,51.816441,-0.8140430000000001,On or near Temple Street,2015-12
369355,Bicycle theft,51.816809,-0.811349,On or near Shopping Area,2015-12
369356,Bicycle theft,51.81729,-0.81357,On or near Kingsbury,2015-12
369477,Bicycle theft,51.806595,-0.813083,On or near Ceely Road,2015-12
369478,Bicycle theft,51.803777000000004,-0.812808,On or near Birch Court,2015-12
369492,Bicycle theft,51.806622,-0.8121970000000001,On or near Old Stoke Road,2015-12
369519,Bicycle theft,51.812119,-0.817014,On or near Montague Road,2015-12
369840,Bicycle theft,51.408906,-0.740545,On or near Typhoon Close,2015-12
369862,Bicycle theft,51.414565,-0.737413,On or near Eastern Road,2015-12
369881,Bicycle theft,51.402446999999995,-0.741887,On or near Merlewood,2015-12
369882,Bicycle theft,51.40739,-0.747517,On or near Lime Walk,2015-12
369898,Bicycle theft,51.403475,-0.754021,On or near Pond Moor Road,2015-12
369942,Bicycle theft,51.414809999999996,-0.752778,On or near Market Street,2015-12
369943,Bicycle theft,51.41167,-0.7585149999999999,On or near Frog Lane,2015-12
369944,Bicycle theft,51.412232,-0.744638,On or near Mount Pleasant,2015-12
369945,Bicycle theft,51.413429,-0.749768,On or near Pedestrian Subway,2015-12
370013,Bicycle theft,51.410949,-0.772856,On or near Supermarket,2015-12
370014,Bicycle theft,51.399638,-0.7670060000000001,On or near Appledore,2015-12
370046,Bicycle theft,51.39868,-0.7742479999999999,On or near Vandyke,2015-12
370115,Bicycle theft,51.388678000000006,-0.751851,On or near Knightswood,2015-12
370309,Bicycle theft,52.063966,-1.332862,On or near Spiceball Park Road,2015-12
370483,Bicycle theft,52.064853,-1.356627,On or near The Fairway,2015-12
370677,Bicycle theft,51.898709999999994,-1.162115,On or near Kingsclere Road,2015-12
370702,Bicycle theft,51.901113,-1.168727,On or near Langford Gardens,2015-12
370746,Bicycle theft,51.897759,-1.1523809999999999,On or near Parking Area,2015-12
370747,Bicycle theft,51.893201,-1.154937,On or near Sports/Recreation Area,2015-12
370748,Bicycle theft,51.897759,-1.1523809999999999,On or near Parking Area,2015-12
370878,Bicycle theft,51.821528,-1.290383,On or near Judges Close,2015-12
370896,Bicycle theft,51.821905,-1.278335,On or near Sports/Recreation Area,2015-12
370914,Bicycle theft,51.789876,-1.29578,On or near Park/Open Space,2015-12
371041,Bicycle theft,51.704024,-0.613931,On or near Church Street,2015-12
371155,Bicycle theft,51.666452,-0.6166689999999999,On or near Market Square,2015-12
371222,Bicycle theft,51.598240999999994,-0.562866,On or near Lewins Road,2015-12
371377,Bicycle theft,52.063828,-0.779931,On or near Crispin Road,2015-12
371436,Bicycle theft,52.062865,-0.732957,On or near Pedestrian Subway,2015-12
371732,Bicycle theft,52.038016999999996,-0.746664,On or near Pencarrow Place,2015-12
371760,Bicycle theft,52.054894,-0.724154,On or near Pedestrian Subway,2015-12
371808,Bicycle theft,52.042259,-0.758414,On or near Shopping Area,2015-12
371809,Bicycle theft,52.04156,-0.748402,On or near Marlborough Gate Milton Keynes,2015-12
371810,Bicycle theft,52.044508,-0.753394,On or near Central Milton Keynes Shopping Centre,2015-12
371811,Bicycle theft,52.043962,-0.754532,On or near Shopping Area,2015-12
371812,Bicycle theft,52.041906,-0.759095,On or near Shopping Area,2015-12
371961,Bicycle theft,52.035382,-0.77225,On or near Elder Gate,2015-12
372030,Bicycle theft,52.041542,-0.803823,On or near Medhurst,2015-12
372035,Bicycle theft,52.039721,-0.799862,On or near Sports/Recreation Area,2015-12
372066,Bicycle theft,52.03626,-0.711302,On or near Beckton Rise,2015-12
372149,Bicycle theft,52.041833000000004,-0.691589,On or near Bigton Chase,2015-12
372161,Bicycle theft,52.047783,-0.69789,On or near Goodrington Place,2015-12
372186,Bicycle theft,52.034118,-0.74447,On or near Towan Avenue,2015-12
372187,Bicycle theft,52.034118,-0.74447,On or near Towan Avenue,2015-12
372298,Bicycle theft,52.016740000000006,-0.793686,On or near Chalkdell Drive,2015-12
372338,Bicycle theft,52.029301000000004,-0.785011,On or near The Meadway,2015-12
372417,Bicycle theft,52.022055,-0.687823,On or near Fyfield Barrow,2015-12
372640,Bicycle theft,52.009161,-0.794604,On or near Berkshire Green,2015-12
372652,Bicycle theft,52.008478000000004,-0.760879,On or near Perracombe,2015-12
372785,Bicycle theft,51.995601,-0.721208,On or near Browne Willis Close,2015-12
372868,Bicycle theft,51.988606,-0.726141,On or near Mossmans Close,2015-12
372900,Bicycle theft,51.981972999999996,-0.727275,On or near Corin Close,2015-12
372968,Bicycle theft,51.783338,-1.290982,On or near Rowland Close,2015-12
372972,Bicycle theft,51.781788,-1.272712,On or near Squitchey Lane,2015-12
372989,Bicycle theft,51.77661,-1.2729110000000001,On or near St Edward'S Avenue,2015-12
372999,Bicycle theft,51.780362,-1.26901,On or near Middle Way,2015-12
373018,Bicycle theft,51.762463000000004,-1.2694,On or near Longworth Road,2015-12
373019,Bicycle theft,51.764357000000004,-1.2689350000000001,On or near Kingston Road,2015-12
373020,Bicycle theft,51.766222,-1.272426,On or near Plater Drive,2015-12
373024,Bicycle theft,51.776123,-1.264063,On or near Diamond Place,2015-12
373025,Bicycle theft,51.776728000000006,-1.2644739999999999,On or near Ewert Place,2015-12
373026,Bicycle theft,51.773216,-1.262183,On or near Cunliffe Close,2015-12
373040,Bicycle theft,51.772335,-1.270879,On or near Phoebe Court,2015-12
373050,Bicycle theft,51.770722,-1.263108,On or near Thackley End,2015-12
373051,Bicycle theft,51.769352000000005,-1.262478,On or near Further/Higher Educational Building,2015-12
373054,Bicycle theft,51.771122,-1.2369569999999999,On or near Oxford Road,2015-12
373060,Bicycle theft,51.763534,-1.237084,On or near Weldon Road,2015-12
373114,Bicycle theft,51.763871,-1.2198209999999998,On or near Hospital,2015-12
373140,Bicycle theft,51.756615999999994,-1.2106299999999999,On or near Gardiner Street,2015-12
373141,Bicycle theft,51.754523,-1.2121879999999998,On or near Nursery Close,2015-12
373156,Bicycle theft,51.768457,-1.22819,On or near Copse Lane,2015-12
373166,Bicycle theft,51.76063,-1.2357280000000002,On or near Marston Road,2015-12
373167,Bicycle theft,51.755184,-1.227852,On or near Headington Road,2015-12
373168,Bicycle theft,51.757746999999995,-1.231966,On or near John Garne Way,2015-12
373169,Bicycle theft,51.757746999999995,-1.231966,On or near John Garne Way,2015-12
373170,Bicycle theft,51.757746999999995,-1.231966,On or near John Garne Way,2015-12
373188,Bicycle theft,51.760494,-1.208346,On or near Supermarket,2015-12
373248,Bicycle theft,51.754695,-1.259442,On or near Nightclub,2015-12
373249,Bicycle theft,51.753240999999996,-1.264131,On or near Parking Area,2015-12
373250,Bicycle theft,51.758967,-1.253939,On or near Further/Higher Educational Building,2015-12
373251,Bicycle theft,51.753481,-1.253682,On or near Radcliffe Square,2015-12
373252,Bicycle theft,51.754621,-1.259096,On or near Magdalen Street,2015-12
373253,Bicycle theft,51.752752,-1.260749,On or near Further/Higher Educational Building,2015-12
373254,Bicycle theft,51.756382,-1.263269,On or near Walton Street,2015-12
373255,Bicycle theft,51.753331,-1.2627389999999998,On or near Further/Higher Educational Building,2015-12
373256,Bicycle theft,51.754473,-1.2612709999999998,On or near Gloucester Street,2015-12
373257,Bicycle theft,51.75763,-1.262901,On or near Further/Higher Educational Building,2015-12
373258,Bicycle theft,51.753687,-1.262139,On or near Theatre/Concert Hall,2015-12
373259,Bicycle theft,51.755927,-1.260915,On or near Further/Higher Educational Building,2015-12
373260,Bicycle theft,51.753308000000004,-1.256206,On or near Turl Street,2015-12
373261,Bicycle theft,51.75065,-1.258234,On or near Pembroke Street,2015-12
373262,Bicycle theft,51.75065,-1.258234,On or near Pembroke Street,2015-12
373263,Bicycle theft,51.757881,-1.257087,On or near Museum Road,2015-12
373264,Bicycle theft,51.754695,-1.259442,On or near Nightclub,2015-12
373265,Bicycle theft,51.754621,-1.259096,On or near Magdalen Street,2015-12
373266,Bicycle theft,51.754695,-1.259442,On or near Nightclub,2015-12
373267,Bicycle theft,51.751022999999996,-1.258836,On or near Shopping Area,2015-12
373268,Bicycle theft,51.754327,-1.259564,On or near Supermarket,2015-12
373269,Bicycle theft,51.757363,-1.249156,On or near St Cross Road,2015-12
373270,Bicycle theft,51.753217,-1.266073,On or near Nightclub,2015-12
373471,Bicycle theft,51.751127000000004,-1.264035,On or near Woodins Way,2015-12
373472,Bicycle theft,51.749214,-1.257156,On or near Rose Place,2015-12
373473,Bicycle theft,51.746332,-1.256335,On or near Abingdon Road,2015-12
373474,Bicycle theft,51.749214,-1.257156,On or near Rose Place,2015-12
373475,Bicycle theft,51.751738,-1.253971,On or near Oriel Square,2015-12
373476,Bicycle theft,51.751331,-1.256412,On or near Blue Boar Street,2015-12
373477,Bicycle theft,51.749796999999994,-1.2598559999999999,On or near Turn Again Lane,2015-12
373530,Bicycle theft,51.751668,-1.278701,On or near Oatlands Road,2015-12
373546,Bicycle theft,51.750667,-1.211096,On or near Massey Close,2015-12
373547,Bicycle theft,51.750667,-1.211096,On or near Massey Close,2015-12
373548,Bicycle theft,51.750667,-1.211096,On or near Massey Close,2015-12
373568,Bicycle theft,51.754371,-1.223215,On or near Further/Higher Educational Building,2015-12
373569,Bicycle theft,51.754371,-1.223215,On or near Further/Higher Educational Building,2015-12
373570,Bicycle theft,51.75452,-1.217142,On or near Highfield Avenue,2015-12
373571,Bicycle theft,51.754371,-1.223215,On or near Further/Higher Educational Building,2015-12
373593,Bicycle theft,51.748779,-1.235609,On or near Union Street,2015-12
373606,Bicycle theft,51.747276,-1.228436,On or near Warneford Road,2015-12
373619,Bicycle theft,51.750605,-1.241257,On or near Caroline Street,2015-12
373620,Bicycle theft,51.751236,-1.238784,On or near Theatre/Concert Hall,2015-12
373621,Bicycle theft,51.750605,-1.241257,On or near Caroline Street,2015-12
373622,Bicycle theft,51.750605,-1.241257,On or near Caroline Street,2015-12
373634,Bicycle theft,51.744465000000005,-1.23729,On or near Further/Higher Educational Building,2015-12
373635,Bicycle theft,51.74577,-1.23876,On or near Regent Street,2015-12
373636,Bicycle theft,51.742689,-1.236451,On or near Stanley Road,2015-12
373656,Bicycle theft,51.742601,-1.234048,On or near Catherine Street,2015-12
373657,Bicycle theft,51.742601,-1.234048,On or near Catherine Street,2015-12
373658,Bicycle theft,51.742601,-1.234048,On or near Catherine Street,2015-12
373659,Bicycle theft,51.743577,-1.232033,On or near Essex Street,2015-12
373677,Bicycle theft,51.74885,-1.2423870000000001,On or near Alhambra Lane,2015-12
373678,Bicycle theft,51.746506,-1.238617,On or near James Street,2015-12
373679,Bicycle theft,51.747805,-1.237958,On or near Moberly Close,2015-12
373680,Bicycle theft,51.747132,-1.236709,On or near Crown Street,2015-12
373706,Bicycle theft,51.738955,-1.255717,On or near Stewart Street,2015-12
373707,Bicycle theft,51.736298,-1.256383,On or near Park/Open Space,2015-12
373733,Bicycle theft,51.746951,-1.257657,On or near Shire Lake Close,2015-12
373765,Bicycle theft,51.737068,-1.218501,On or near Littlehay Road,2015-12
373826,Bicycle theft,51.740005,-1.2358879999999999,On or near Iffley Road,2015-12
373827,Bicycle theft,51.738617,-1.238011,On or near Fairacres Road,2015-12
373855,Bicycle theft,51.733999,-1.224839,On or near Lytton Road,2015-12
373856,Bicycle theft,51.734883,-1.226634,On or near Cornwallis Road,2015-12
373920,Bicycle theft,51.727503999999996,-1.210804,On or near Lockheart Crescent,2015-12
373933,Bicycle theft,51.727146999999995,-1.237118,On or near Eastchurch,2015-12
373956,Bicycle theft,51.719306,-1.2152459999999998,On or near Priory Road,2015-12
373957,Bicycle theft,51.716497,-1.207912,On or near Sports/Recreation Area,2015-12
374047,Bicycle theft,51.724425,-1.2375399999999999,On or near John Parker Close,2015-12
374100,Bicycle theft,51.720838,-1.20497,On or near Merlin Road,2015-12
374240,Bicycle theft,51.467242999999996,-0.9736450000000001,On or near Supermarket,2015-12
374241,Bicycle theft,51.466275,-0.973941,On or near Abbotsmead Place,2015-12
374342,Bicycle theft,51.462934999999995,-0.974563,On or near Brigham Road,2015-12
374376,Bicycle theft,51.460378999999996,-0.9929870000000001,On or near Ashmere Terrace,2015-12
374377,Bicycle theft,51.458757,-0.9967219999999999,On or near Battle Square,2015-12
374407,Bicycle theft,51.457068,-1.0001120000000001,On or near Elm Lodge Avenue,2015-12
374429,Bicycle theft,51.45401,-0.9925940000000001,On or near Western Elms Avenue,2015-12
374455,Bicycle theft,51.449241,-1.02197,On or near Walmer Close,2015-12
374513,Bicycle theft,51.452526,-1.027714,On or near Conwy Close,2015-12
374637,Bicycle theft,51.452546000000005,-0.96393,On or near Sidmouth Street,2015-12
374659,Bicycle theft,51.448014,-0.9771989999999999,On or near St Paul'S Court,2015-12
374695,Bicycle theft,51.456032,-0.9758110000000001,On or near West Street,2015-12
374696,Bicycle theft,51.458619,-0.9734790000000001,On or near Pedestrian Subway,2015-12
374697,Bicycle theft,51.455562,-0.970468,On or near Supermarket,2015-12
374698,Bicycle theft,51.455869,-0.9706049999999999,On or near Shopping Area,2015-12
374699,Bicycle theft,51.455307,-0.9721,On or near Shopping Area,2015-12
374700,Bicycle theft,51.461183,-0.9736950000000001,On or near Parking Area,2015-12
374701,Bicycle theft,51.456032,-0.9758110000000001,On or near West Street,2015-12
374702,Bicycle theft,51.456032,-0.9758110000000001,On or near West Street,2015-12
374703,Bicycle theft,51.457114000000004,-0.975211,On or near Supermarket,2015-12
374704,Bicycle theft,51.456032,-0.9758110000000001,On or near West Street,2015-12
374705,Bicycle theft,51.456032,-0.9758110000000001,On or near West Street,2015-12
374851,Bicycle theft,51.454249,-0.9633440000000001,On or near Kennet Side,2015-12
374852,Bicycle theft,51.454249,-0.9633440000000001,On or near Kennet Side,2015-12
374894,Bicycle theft,51.453629,-0.971533,On or near Parking Area,2015-12
374895,Bicycle theft,51.455472,-0.967433,On or near Abbey Square,2015-12
374896,Bicycle theft,51.452487,-0.9704790000000001,On or near Mill Lane,2015-12
374990,Bicycle theft,51.454813,-0.9763569999999999,On or near Broad Street Mall,2015-12
374991,Bicycle theft,51.452317,-0.9808450000000001,On or near Jesse Terrace,2015-12
375007,Bicycle theft,51.447643,-0.940469,On or near Further/Higher Educational Building,2015-12
375014,Bicycle theft,51.443012,-0.9335399999999999,On or near Earley Hill Road,2015-12
375034,Bicycle theft,51.448192999999996,-0.9506879999999999,On or near Donnington Gardens,2015-12
375105,Bicycle theft,51.441128000000006,-0.966159,On or near Clent Road,2015-12
375149,Bicycle theft,51.451955,-0.9560709999999999,On or near London Road,2015-12
375171,Bicycle theft,51.444365999999995,-1.00367,On or near Aldworth Close,2015-12
375192,Bicycle theft,51.442861,-1.009574,On or near Maker Close,2015-12
375201,Bicycle theft,51.444681,-1.017506,On or near Petrol Station,2015-12
375215,Bicycle theft,51.446064,-1.02375,On or near Haywood Way,2015-12
375249,Bicycle theft,51.442232000000004,-0.948724,On or near Sports/Recreation Area,2015-12
375286,Bicycle theft,51.436484,-0.9575170000000001,On or near Stanhope Road,2015-12
375353,Bicycle theft,51.429091,-0.9747020000000001,On or near Rushley Way,2015-12
375543,Bicycle theft,51.523618,-0.615322,On or near Farnham Road,2015-12
375544,Bicycle theft,51.527075,-0.615692,On or near Supermarket,2015-12
375545,Bicycle theft,51.523618,-0.615322,On or near Farnham Road,2015-12
375546,Bicycle theft,51.523618,-0.615322,On or near Farnham Road,2015-12
375547,Bicycle theft,51.523618,-0.615322,On or near Farnham Road,2015-12
375548,Bicycle theft,51.523618,-0.615322,On or near Farnham Road,2015-12
375549,Bicycle theft,51.527075,-0.615692,On or near Supermarket,2015-12
375660,Bicycle theft,51.523196999999996,-0.642347,On or near Petrol Station,2015-12
375785,Bicycle theft,51.530922,-0.6086699999999999,On or near Penn Road,2015-12
375813,Bicycle theft,51.527431,-0.578547,On or near Forest Close,2015-12
375919,Bicycle theft,51.511558,-0.5902229999999999,On or near Parking Area,2015-12
375920,Bicycle theft,51.510734,-0.590551,On or near Supermarket,2015-12
375921,Bicycle theft,51.510734,-0.590551,On or near Supermarket,2015-12
375922,Bicycle theft,51.510734,-0.590551,On or near Supermarket,2015-12
375923,Bicycle theft,51.510734,-0.590551,On or near Supermarket,2015-12
375924,Bicycle theft,51.510734,-0.590551,On or near Supermarket,2015-12
375925,Bicycle theft,51.510734,-0.590551,On or near Supermarket,2015-12
375976,Bicycle theft,51.507895,-0.5766180000000001,On or near Hawtrey Close,2015-12
375992,Bicycle theft,51.520523,-0.592483,On or near Lismore Park,2015-12
376021,Bicycle theft,51.518695,-0.578847,On or near Petrol Station,2015-12
376034,Bicycle theft,51.514676,-0.589363,On or near Adrians Walk,2015-12
376050,Bicycle theft,51.511383,-0.638649,On or near Cobham Close,2015-12
376109,Bicycle theft,51.510166999999996,-0.640818,On or near Gowings Green,2015-12
376138,Bicycle theft,51.505462,-0.600843,On or near Botham Drive,2015-12
376187,Bicycle theft,51.507652,-0.6042350000000001,On or near Ledger'S Road,2015-12
376188,Bicycle theft,51.507209,-0.607101,On or near Darvill'S Lane,2015-12
376237,Bicycle theft,51.509997,-0.60337,On or near Ledger'S Road,2015-12
376264,Bicycle theft,51.509821,-0.595421,On or near William Street,2015-12
376289,Bicycle theft,51.504145,-0.5327609999999999,On or near Hawkes Close,2015-12
376301,Bicycle theft,51.505639,-0.545176,On or near Further/Higher Educational Building,2015-12
376337,Bicycle theft,51.505718,-0.5869449999999999,On or near Merton Road,2015-12
376372,Bicycle theft,51.507915000000004,-0.592382,On or near Chapel Street,2015-12
376373,Bicycle theft,51.507915000000004,-0.592382,On or near Chapel Street,2015-12
376374,Bicycle theft,51.507915000000004,-0.592382,On or near Chapel Street,2015-12
376375,Bicycle theft,51.507915000000004,-0.592382,On or near Chapel Street,2015-12
376376,Bicycle theft,51.507205,-0.589421,On or near Parking Area,2015-12
376377,Bicycle theft,51.507915000000004,-0.592382,On or near Chapel Street,2015-12
376378,Bicycle theft,51.506923,-0.587657,On or near The Grove,2015-12
376494,Bicycle theft,51.495296999999994,-0.552348,On or near Ditton Park Road,2015-12
376531,Bicycle theft,51.501317,-0.554117,On or near Jackson Close,2015-12
376731,Bicycle theft,51.604566,-0.633987,On or near Rockingham Place,2015-12
377255,Bicycle theft,51.613934,-1.23529,On or near Cow Lane,2015-12
377267,Bicycle theft,51.609361,-1.231757,On or near Derwent Avenue,2015-12
377274,Bicycle theft,51.613683,-1.2508350000000001,On or near Foxhall Road,2015-12
377305,Bicycle theft,51.60765,-1.238356,On or near Supermarket,2015-12
377366,Bicycle theft,51.601926,-1.138579,On or near Greenfield Crescent,2015-12
377398,Bicycle theft,51.599239000000004,-1.124192,On or near Hart Street,2015-12
377399,Bicycle theft,51.598421,-1.1230959999999999,On or near Parking Area,2015-12
377410,Bicycle theft,51.600988,-1.230137,On or near Sandringham Road,2015-12
377474,Bicycle theft,51.531306,-0.913328,On or near Gainsborough Crescent,2015-12
377555,Bicycle theft,51.50416,-0.9691280000000001,On or near Kennylands Road,2015-12
377602,Bicycle theft,51.690673,-1.301385,On or near Medway Road,2015-12
377603,Bicycle theft,51.690416,-1.301982,On or near Medway Close,2015-12
377636,Bicycle theft,51.673863,-1.272417,On or near Sherwood Avenue,2015-12
377637,Bicycle theft,51.673983,-1.274382,On or near Sports/Recreation Area,2015-12
377690,Bicycle theft,51.678387,-1.275454,On or near Northcourt Walk,2015-12
377755,Bicycle theft,51.65811,-1.2841040000000001,On or near Wesy Quay,2015-12
377828,Bicycle theft,51.627882,-1.320625,On or near Field Gardens,2015-12
377952,Bicycle theft,51.616294,-1.6065690000000001,On or near The Green,2015-12
378055,Bicycle theft,51.483801,-1.087204,On or near High Street,2015-12
378094,Bicycle theft,51.442448999999996,-1.0411219999999999,On or near Bath Road,2015-12
378353,Bicycle theft,51.40229,-1.257973,On or near Supermarket,2015-12
378468,Bicycle theft,51.401576,-1.324241,On or near Bridge Street,2015-12
378469,Bicycle theft,51.398449,-1.31996,On or near Supermarket,2015-12
378470,Bicycle theft,51.400995,-1.323214,On or near Parking Area,2015-12
378555,Bicycle theft,51.385815,-1.31825,On or near Shopping Area,2015-12
378580,Bicycle theft,51.397799,-1.3303909999999999,On or near Rockingham Road,2015-12
378609,Bicycle theft,51.386938,-1.32118,On or near Jago Court,2015-12
378629,Bicycle theft,51.397907000000004,-1.132929,On or near Mill Lane,2015-12
378991,Bicycle theft,51.539423,-0.730299,On or near Whitchurch Close,2015-12
379113,Bicycle theft,51.527227,-0.72591,On or near Risborough Road,2015-12
379120,Bicycle theft,51.525695,-0.721498,On or near Kidwells Close,2015-12
379159,Bicycle theft,51.525575,-0.717854,On or near Hospital,2015-12
379189,Bicycle theft,51.522802,-0.720066,On or near High Street,2015-12
379190,Bicycle theft,51.522418,-0.724386,On or near Frascati Way,2015-12
379337,Bicycle theft,51.484552,-0.608065,On or near Theatre/Concert Hall,2015-12
379338,Bicycle theft,51.483269,-0.612929,On or near Parking Area,2015-12
379339,Bicycle theft,51.482898,-0.609628,On or near Windsor Royal Station,2015-12
379340,Bicycle theft,51.483269,-0.612929,On or near Parking Area,2015-12
379341,Bicycle theft,51.483269,-0.612929,On or near Parking Area,2015-12
379342,Bicycle theft,51.482256,-0.609374,On or near Shopping Area,2015-12
379343,Bicycle theft,51.484552,-0.608065,On or near Theatre/Concert Hall,2015-12
379344,Bicycle theft,51.482089,-0.606614,On or near Church Lane,2015-12
379395,Bicycle theft,51.486212,-0.60934,On or near Brocas Street,2015-12
